Name,PA,BB%,K%,AVG,OBP,SLG,OPS,BABIP,wRC+,WAR/PA
Heiker Meneses,386.000,6.200,18.700,0.259,0.317,0.300,0.617,0.324,77.000,0.000
Henry Wrigley,495.000,4.600,14.700,0.274,0.309,0.464,0.773,0.292,104.000,0.000
Hernan Iribarren,542.000,8.100,20.100,0.307,0.363,0.430,0.793,0.385,118.000,0.000
Hernan Perez,384.000,3.100,12.500,0.301,0.325,0.423,0.747,0.335,105.000,0.000
Humberto Arteaga,490.000,5.100,13.300,0.258,0.300,0.305,0.605,0.297,68.000,0.000
Hunter Cole,513.000,6.000,22.400,0.271,0.319,0.420,0.739,0.329,104.000,0.000
Hunter Dozier,523.000,8.600,28.900,0.213,0.281,0.349,0.631,0.283,75.000,0.000
Hunter Jones,464.000,7.800,18.500,0.222,0.302,0.351,0.653,0.263,91.000,0.000
Hunter Morris,571.000,7.000,20.500,0.303,0.357,0.563,0.920,0.342,155.000,0.000
Hunter Pence,592.000,10.100,18.400,0.283,0.357,0.533,0.890,0.307,128.000,1.000
Hunter Renfroe,463.000,7.100,24.200,0.259,0.313,0.425,0.738,0.316,103.000,1.000
Ian Miller,427.059,8.096,13.943,0.276,0.340,0.348,0.688,0.322,97.433,0.000
Ian Rice,394.000,15.200,22.800,0.230,0.353,0.423,0.776,0.263,129.000,0.000
Ian Stewart,528.000,9.500,19.500,0.268,0.351,0.452,0.803,0.323,110.000,1.000
Iggy Suarez,446.224,8.756,20.050,0.247,0.315,0.336,0.651,0.307,78.238,0.000
Irving Falu,472.742,7.876,8.095,0.268,0.326,0.335,0.661,0.287,78.161,1.000
Isaac Ballou,428.000,9.800,18.000,0.255,0.332,0.386,0.718,0.301,100.000,0.000
Isiah Kiner-Falefa,519.717,8.001,11.977,0.274,0.346,0.344,0.690,0.311,99.210,0.000
Issmael Salas,387.000,7.000,9.300,0.247,0.309,0.372,0.681,0.254,87.000,0.000
Ivan De Jesus Jr.,560.000,13.600,14.500,0.324,0.419,0.423,0.843,0.374,133.000,0.000
Ivan Ochoa,389.000,9.500,16.200,0.251,0.337,0.301,0.638,0.303,88.000,0.000
J.B. Shuck,435.000,10.600,12.900,0.298,0.372,0.360,0.732,0.344,108.000,0.000
J.C. Holt,438.002,9.050,16.548,0.298,0.365,0.390,0.755,0.362,108.485,0.000
J.D. Davis,475.798,8.174,25.119,0.273,0.337,0.495,0.831,0.325,134.419,0.000
J.P. Crawford,405.000,12.100,11.100,0.265,0.354,0.407,0.761,0.289,121.000,0.000
J.P. Sportman,537.362,5.780,18.188,0.271,0.318,0.399,0.717,0.321,101.720,0.000
J.R. House,423.000,7.600,10.400,0.325,0.376,0.475,0.851,0.339,121.000,0.000
J.T. Realmuto,419.529,9.204,15.090,0.269,0.340,0.407,0.747,0.304,112.663,1.000
J.T. Wise,488.000,12.700,25.600,0.278,0.377,0.445,0.822,0.374,133.000,0.000
JT Riddle,429.000,7.700,16.800,0.278,0.332,0.368,0.699,0.331,103.000,0.000
Jabari Henry,397.000,9.100,27.700,0.213,0.297,0.378,0.675,0.262,96.000,0.000
Jack Lopez,398.000,5.000,21.600,0.281,0.332,0.366,0.699,0.357,96.000,0.000
Jack Reinheimer,547.000,9.300,17.000,0.270,0.342,0.363,0.705,0.322,102.000,0.000
Jackson Melian,401.000,6.000,17.200,0.269,0.323,0.478,0.801,0.292,124.000,0.000
Jacob Butler,501.000,12.400,23.200,0.242,0.341,0.424,0.765,0.294,108.000,0.000
Jacob Hannemann,485.000,6.600,23.300,0.233,0.291,0.362,0.652,0.298,83.000,0.000
Jacob May,432.000,6.700,16.900,0.275,0.329,0.334,0.663,0.332,90.000,0.000
Jacob Nottingham,423.497,7.865,26.775,0.223,0.309,0.357,0.666,0.290,94.325,0.000
Jacob Scavuzzo,459.000,6.100,21.800,0.266,0.318,0.397,0.715,0.324,105.000,0.000
Jacob Schrader,375.000,7.500,30.100,0.232,0.294,0.390,0.684,0.307,98.000,0.000
Jacob Wilson,503.000,9.900,19.300,0.248,0.337,0.417,0.753,0.276,111.000,0.000
Jae-Hoon Ha,503.008,7.610,16.824,0.251,0.315,0.346,0.660,0.297,85.898,0.000
Jaff Decker,613.000,16.800,23.700,0.236,0.373,0.417,0.790,0.291,114.000,0.000
Jai Miller,473.000,11.600,26.800,0.261,0.354,0.438,0.792,0.343,118.000,0.000
Jaime Pedroza,435.207,9.581,17.765,0.271,0.346,0.383,0.729,0.325,106.318,0.000
Jake Bauers,581.000,12.600,15.300,0.274,0.370,0.420,0.789,0.305,132.000,0.000
Jake Blackwood,505.000,4.400,15.400,0.259,0.295,0.358,0.653,0.296,83.000,0.000
Jake Blalock,423.000,9.500,20.100,0.266,0.339,0.372,0.711,0.324,90.000,0.000
Jake Cave,563.000,7.600,17.400,0.269,0.330,0.345,0.674,0.327,97.000,0.000
Jake Elmore,460.009,12.202,13.145,0.274,0.368,0.347,0.715,0.313,100.515,0.000
Jake Fox,426.476,7.435,17.137,0.296,0.365,0.545,0.910,0.312,141.967,0.000
Jake Goebbert,446.379,11.414,15.721,0.285,0.375,0.477,0.851,0.314,137.311,0.000
Jake Hager,490.000,6.100,18.600,0.271,0.316,0.376,0.692,0.328,93.000,0.000
Jake Kahaulelio,463.000,9.300,16.600,0.257,0.338,0.422,0.759,0.288,109.000,0.000
Jake Lamb,439.000,11.400,22.600,0.318,0.399,0.551,0.949,0.389,162.000,1.000
Jake Lemmerman,449.000,11.800,20.900,0.233,0.347,0.378,0.725,0.292,108.000,0.000
Jake Shaffer,485.000,6.200,17.100,0.287,0.333,0.443,0.776,0.330,106.000,0.000
Jake Skole,386.000,10.400,26.700,0.216,0.297,0.327,0.624,0.289,80.000,0.000
Jake Smolinski,481.751,14.255,13.599,0.251,0.366,0.373,0.739,0.284,108.632,1.000
Jake Wald,452.880,7.338,22.862,0.220,0.299,0.330,0.629,0.284,77.180,0.000
James Beresford,413.000,8.500,12.800,0.266,0.330,0.314,0.644,0.309,81.000,0.000
James Darnell,426.000,10.300,15.000,0.265,0.348,0.408,0.756,0.295,111.000,0.000
James Jones,405.000,9.900,17.800,0.275,0.347,0.419,0.766,0.330,123.000,0.000
James McCann,486.000,6.200,17.500,0.277,0.328,0.404,0.731,0.321,102.000,1.000
James Ramsay,391.000,10.200,17.100,0.195,0.286,0.293,0.579,0.230,70.000,0.000
James Ramsey,416.000,12.700,26.000,0.251,0.356,0.424,0.780,0.316,123.000,0.000
James Rapoport,543.000,13.100,13.400,0.255,0.358,0.343,0.700,0.294,96.000,0.000
James Robbins,454.302,3.426,29.232,0.229,0.266,0.331,0.596,0.320,66.316,0.000
James Tomlin,442.765,9.420,14.067,0.299,0.369,0.398,0.767,0.347,114.395,0.000
Jamie D'Antona,521.000,10.400,16.900,0.310,0.382,0.484,0.866,0.350,151.000,0.000
Jamie Hoffmann,544.000,9.900,13.400,0.278,0.350,0.395,0.745,0.307,101.000,0.000
Jamie Johnson,548.324,13.957,12.258,0.272,0.375,0.357,0.732,0.308,108.948,0.000
Jamie Romak,505.000,10.900,17.400,0.251,0.343,0.460,0.803,0.264,114.000,0.000
Jamie Westbrook,443.322,4.758,11.680,0.263,0.309,0.370,0.680,0.287,96.246,0.000
Jared James,383.000,8.600,15.900,0.279,0.352,0.415,0.767,0.325,122.000,0.000
Jared King,455.000,6.200,16.700,0.214,0.262,0.286,0.548,0.249,57.000,0.000
Jared Mitchell,408.000,15.200,30.900,0.240,0.368,0.440,0.808,0.350,127.000,0.000
Jared Prince,427.000,4.400,12.600,0.234,0.301,0.364,0.665,0.243,86.000,0.000
Jarek Cunningham,470.376,7.183,25.592,0.216,0.286,0.368,0.654,0.270,79.323,0.000
Jarrett Hoffpauir,460.000,11.700,8.900,0.249,0.345,0.359,0.704,0.261,88.000,0.000
Jarrett Parker,477.346,11.145,27.990,0.258,0.362,0.445,0.806,0.347,125.888,1.000
Jarrod Saltalamacchia,377.000,14.600,18.800,0.230,0.353,0.380,0.733,0.267,115.000,1.000
Jason Bourgeois,460.000,8.000,14.300,0.277,0.338,0.394,0.732,0.318,93.000,0.000
Jason Delaney,471.993,13.293,17.723,0.281,0.379,0.410,0.789,0.336,119.549,0.000
Jason Donald,414.000,11.400,20.800,0.307,0.391,0.497,0.889,0.369,141.000,0.000
Jason Hagerty,409.000,12.500,17.600,0.266,0.368,0.417,0.785,0.309,128.000,0.000
Jason Krizan,473.745,10.591,8.370,0.284,0.358,0.420,0.778,0.294,120.016,0.000
Jason Martinson,522.000,8.600,24.300,0.236,0.305,0.358,0.663,0.300,85.000,0.000
Jason Pridie,503.000,6.200,18.500,0.230,0.281,0.304,0.585,0.275,65.000,0.000
Jason Rogers,549.000,10.700,15.700,0.270,0.346,0.468,0.814,0.283,136.000,1.000
Jason Van Kooten,447.000,7.800,22.800,0.271,0.339,0.497,0.837,0.324,128.000,0.000
Jason Vosler,531.000,10.000,22.600,0.241,0.343,0.429,0.772,0.278,125.000,0.000
Javier Betancourt,383.000,7.600,16.400,0.224,0.285,0.321,0.606,0.257,76.000,0.000
Javier Brito,528.000,14.800,17.000,0.327,0.433,0.477,0.910,0.389,155.000,0.000
Javier Castillo,435.000,9.700,19.500,0.289,0.354,0.448,0.802,0.347,114.000,0.000
Javier Colina,397.000,8.100,20.400,0.215,0.277,0.349,0.626,0.254,76.000,0.000
Javier Guzman,481.631,4.620,11.839,0.261,0.303,0.363,0.667,0.287,82.535,0.000
Jay Caligiuri,491.000,12.000,18.300,0.232,0.346,0.407,0.753,0.251,117.000,0.000
Jay Johnson,463.000,9.500,17.100,0.265,0.339,0.387,0.726,0.316,99.000,0.000
Jayce Boyd,477.000,10.900,14.000,0.293,0.382,0.414,0.796,0.331,126.000,0.000
Jaycob Brugman,566.000,11.000,15.700,0.260,0.343,0.382,0.725,0.305,105.000,0.000
Jayson Langfels,427.000,7.700,30.700,0.218,0.296,0.362,0.657,0.289,87.000,0.000
Jean Segura,451.000,6.000,13.500,0.304,0.358,0.413,0.771,0.341,116.000,1.000
Jed Lowrie,408.000,15.900,14.200,0.297,0.410,0.501,0.911,0.337,149.000,1.000
Jeff Baisley,442.000,6.600,19.000,0.257,0.308,0.408,0.716,0.295,88.000,0.000
Jeff Bianchi,499.000,7.800,17.000,0.259,0.320,0.333,0.654,0.313,78.000,0.000
Jeff Corsaletti,560.000,14.800,15.500,0.266,0.385,0.364,0.749,0.314,113.000,0.000
Jeff Dominguez,402.000,7.500,18.700,0.205,0.269,0.265,0.534,0.250,43.000,0.000
Jeff Fiorentino,474.118,10.279,15.522,0.279,0.355,0.430,0.785,0.307,118.757,0.000
Jeff Frazier,484.000,6.400,10.500,0.303,0.350,0.397,0.747,0.329,103.000,0.000
Jeff Kindel,556.827,10.861,16.256,0.277,0.361,0.388,0.749,0.322,103.049,0.000
Jeff Larish,556.000,15.600,19.400,0.267,0.390,0.515,0.906,0.287,143.000,0.000
Jeff Natale,524.000,16.800,6.900,0.270,0.417,0.381,0.798,0.279,128.000,0.000
Jefry Marte,487.943,9.062,14.895,0.255,0.327,0.370,0.697,0.284,97.619,0.000
Jemel Spearman,390.000,7.400,13.800,0.259,0.313,0.403,0.715,0.286,93.000,0.000
Jeremy Barfield,537.668,7.160,16.009,0.264,0.320,0.399,0.719,0.295,95.367,0.000
Jeremy Hazelbaker,450.357,8.651,24.534,0.270,0.343,0.459,0.803,0.336,121.279,1.000
Jeremy Lucas,398.000,11.300,18.600,0.252,0.350,0.425,0.775,0.287,118.000,0.000
Jeremy Moore,508.000,7.700,24.000,0.303,0.358,0.463,0.821,0.383,125.000,0.000
Jeremy Slayden,552.000,9.800,19.000,0.298,0.377,0.480,0.858,0.348,132.000,0.000
Jeremy West,506.000,8.100,12.600,0.269,0.342,0.431,0.773,0.286,119.000,0.000
Jermaine Curtis,440.000,10.700,11.600,0.313,0.416,0.378,0.794,0.360,131.000,0.000
Jerrick Suiter,399.000,11.800,20.800,0.285,0.372,0.447,0.819,0.348,127.000,0.000
Jerry Gil,481.000,3.700,23.100,0.269,0.302,0.531,0.834,0.300,136.000,0.000
Jesmuel Valentin,388.000,9.800,14.400,0.276,0.346,0.399,0.745,0.313,107.000,0.000
Jesse Winker,526.000,14.100,15.800,0.282,0.390,0.433,0.823,0.320,137.000,1.000
Jesus Aguilar,567.000,9.900,18.900,0.275,0.349,0.427,0.776,0.316,116.000,0.000
Jesus Cota,482.000,6.200,15.800,0.233,0.283,0.377,0.659,0.249,86.000,0.000
Jesus Guzman,471.000,9.800,15.700,0.257,0.335,0.382,0.718,0.292,90.000,1.000
Jesus Merchan,421.000,6.400,6.200,0.310,0.380,0.452,0.832,0.311,128.000,0.000
Jesus Valdez,569.000,4.900,14.600,0.273,0.317,0.398,0.715,0.307,94.000,0.000
Jeudy Valdez,492.927,4.828,23.590,0.238,0.286,0.384,0.670,0.292,85.647,0.000
Jhon Florentino,436.000,6.900,16.100,0.266,0.318,0.371,0.689,0.309,85.000,0.000
Jiandido Tromp,491.000,5.700,22.800,0.285,0.329,0.485,0.813,0.340,121.000,0.000
Jim Adduci,534.000,10.900,14.200,0.300,0.377,0.388,0.765,0.351,119.000,1.000
Jim Fasano,403.000,7.700,23.100,0.244,0.308,0.384,0.692,0.305,79.000,0.000
Jim Gallagher,590.000,12.500,15.100,0.294,0.392,0.427,0.820,0.339,129.000,0.000
Jim Murphy,579.000,10.200,20.600,0.273,0.352,0.465,0.818,0.310,124.000,0.000
Jim Negrych,458.000,9.800,11.400,0.304,0.370,0.402,0.772,0.333,111.000,0.000
Jimmy Paredes,408.000,3.700,20.600,0.270,0.300,0.426,0.726,0.322,91.000,0.000
Jimmy Van Ostrand,405.885,10.591,14.643,0.294,0.373,0.473,0.845,0.319,127.938,0.000
Jio Mier,429.924,11.306,20.257,0.227,0.322,0.320,0.643,0.278,85.144,0.000
Jiwan James,416.000,5.000,27.600,0.249,0.291,0.360,0.651,0.335,77.000,0.000
Joc Pederson,519.000,13.500,22.000,0.278,0.381,0.497,0.878,0.327,155.000,1.000
Joe Benson,466.416,10.901,22.987,0.267,0.364,0.474,0.838,0.323,131.134,0.000
Joe Gaetti,446.000,8.500,22.200,0.296,0.369,0.497,0.867,0.356,127.000,0.000
Joe Jackson,453.000,6.200,19.400,0.269,0.323,0.375,0.698,0.327,101.000,0.000
Joe Koshansky,573.000,11.200,23.400,0.284,0.371,0.526,0.897,0.329,132.000,0.000
Joe Leonard,487.000,9.900,18.100,0.263,0.341,0.392,0.733,0.308,107.000,0.000
Joe McCarthy,554.000,16.200,17.000,0.284,0.409,0.434,0.843,0.344,149.000,0.000
Joe Panik,599.000,9.700,11.400,0.257,0.333,0.347,0.680,0.285,92.000,1.000
Joe Sever,468.834,6.019,20.553,0.267,0.317,0.360,0.677,0.329,87.293,0.000
Joel Guzman,505.050,7.957,19.467,0.280,0.347,0.488,0.835,0.311,127.540,0.000
Joey Butler,573.000,8.200,20.900,0.277,0.340,0.409,0.749,0.340,106.000,1.000
Joey DeMichele,532.636,7.990,22.738,0.240,0.305,0.352,0.657,0.306,88.364,0.000
Joey Meneses,401.000,9.500,20.200,0.292,0.360,0.403,0.763,0.354,124.000,0.000
Joey Terdoslavich,459.000,13.100,15.500,0.246,0.349,0.419,0.767,0.267,116.000,0.000
Joey Votto,590.000,13.200,18.500,0.319,0.408,0.547,0.956,0.368,177.000,1.000
Johan Camargo,491.000,4.900,16.700,0.267,0.304,0.379,0.683,0.317,96.000,1.000
Johan Limonta,493.225,10.014,18.215,0.299,0.374,0.474,0.847,0.354,132.218,0.000
Johermyn Chavez,510.000,9.600,24.300,0.216,0.312,0.360,0.672,0.268,83.000,0.000
John Bowker,587.000,7.000,17.500,0.307,0.363,0.523,0.886,0.337,137.000,0.000
John Drennen,486.000,6.800,11.500,0.300,0.355,0.434,0.789,0.327,114.000,0.000
John Jaso,450.000,13.100,10.900,0.316,0.408,0.484,0.893,0.333,148.000,1.000
John Matulia,524.000,6.500,22.700,0.269,0.324,0.408,0.732,0.337,99.000,0.000
John Norwood,539.000,10.900,24.900,0.285,0.367,0.459,0.826,0.359,141.000,0.000
John Raglani,479.077,13.859,24.381,0.246,0.357,0.435,0.791,0.309,123.195,0.000
John Raynor,534.000,11.600,22.800,0.312,0.402,0.489,0.890,0.394,140.000,0.000
John Shelby,460.576,6.751,20.797,0.247,0.302,0.416,0.718,0.290,93.689,0.000
John Tolisano,450.327,11.272,20.595,0.237,0.325,0.412,0.737,0.277,104.239,0.000
John Whittleman,464.125,16.283,24.273,0.222,0.351,0.391,0.742,0.277,107.243,0.000
Johnny Davis,553.000,6.500,21.500,0.263,0.316,0.341,0.656,0.335,90.000,0.000
Johnny Field,491.000,7.300,22.200,0.255,0.329,0.447,0.776,0.305,119.000,0.000
Johnny Giavotella,597.000,10.200,11.200,0.322,0.395,0.460,0.855,0.354,139.000,0.000
Johnny Monell,441.000,10.900,21.100,0.249,0.334,0.394,0.728,0.301,102.000,0.000
Johnny Raburn,382.000,12.300,12.300,0.295,0.387,0.373,0.760,0.344,124.000,0.000
Jon Berti,594.000,5.900,13.800,0.270,0.323,0.373,0.696,0.305,94.000,0.000
Jon Gaston,485.834,7.661,21.954,0.241,0.305,0.381,0.686,0.294,84.611,0.000
Jon Griffin,396.000,7.800,28.000,0.218,0.293,0.385,0.678,0.268,88.000,0.000
Jon Jay,427.000,9.100,10.800,0.306,0.379,0.457,0.836,0.324,122.000,1.000
Jon Kemmer,425.000,10.600,20.900,0.327,0.414,0.574,0.988,0.387,174.000,0.000
Jon Singleton,528.934,18.507,24.927,0.247,0.387,0.450,0.836,0.304,134.730,0.000
Jon Still,565.000,7.800,26.200,0.233,0.301,0.416,0.718,0.291,97.000,0.000
Jon Zeringue,545.000,9.500,22.200,0.257,0.344,0.460,0.805,0.299,113.000,0.000
Jonathan Ash,438.000,5.700,8.200,0.314,0.370,0.403,0.773,0.342,107.000,0.000
Jonathan Davis,546.000,12.600,20.100,0.249,0.361,0.379,0.740,0.304,109.000,0.000
Jonathan Diaz,385.000,13.800,12.500,0.231,0.355,0.301,0.657,0.270,91.000,0.000
Jonathan Greene,540.000,5.600,29.800,0.292,0.354,0.462,0.816,0.397,118.000,0.000
Jonathan Herrera,573.000,6.300,12.000,0.257,0.315,0.338,0.653,0.291,76.000,0.000
Jonathan Lucroy,506.000,15.400,13.000,0.267,0.380,0.418,0.798,0.294,127.000,1.000
Jonathan Meyer,535.000,7.700,20.400,0.260,0.318,0.403,0.721,0.302,102.000,0.000
Jonathan Rodriguez,503.125,12.742,20.542,0.284,0.376,0.450,0.826,0.339,137.390,0.000
Jonathan Schoop,555.000,9.000,18.600,0.245,0.324,0.386,0.710,0.282,97.000,1.000
Jonel Pacheco,467.009,7.393,18.303,0.281,0.340,0.427,0.767,0.324,110.000,0.000
Jonny Tucker,487.726,10.045,12.174,0.271,0.351,0.380,0.732,0.305,103.360,0.000
Jordan Brown,558.000,11.300,10.000,0.333,0.421,0.484,0.906,0.360,149.000,0.000
Jordan Czarniecki,485.062,10.420,16.642,0.278,0.361,0.443,0.804,0.316,115.170,0.000
Jordan Henry,527.000,13.100,14.200,0.256,0.354,0.280,0.633,0.306,85.000,0.000
Jordan Kreke,382.000,4.700,19.900,0.218,0.262,0.288,0.550,0.267,46.000,0.000
Jordan Lennerton,582.000,13.600,24.200,0.269,0.368,0.469,0.836,0.330,130.000,0.000
Jordan Smith,482.785,8.619,17.591,0.258,0.325,0.367,0.692,0.309,95.985,0.000
Jordan Tarsovich,399.000,12.000,19.800,0.240,0.336,0.328,0.664,0.300,91.000,0.000
Jordany Valdespin,441.000,4.800,15.400,0.297,0.341,0.483,0.824,0.325,124.000,0.000
Jordy Lara,494.000,7.500,17.200,0.242,0.308,0.377,0.685,0.281,94.000,0.000
Jordy Mercer,538.000,5.800,12.800,0.282,0.329,0.373,0.702,0.318,92.000,1.000
Jorge Alfaro,435.000,5.100,24.100,0.285,0.325,0.458,0.783,0.347,115.000,1.000
Jorge Bonifacio,551.408,8.314,22.935,0.235,0.303,0.361,0.665,0.291,87.701,1.000
Jorge Cortes,474.119,11.312,12.693,0.293,0.379,0.404,0.782,0.332,114.030,0.000
Jorge Flores,461.000,10.200,13.700,0.276,0.360,0.347,0.707,0.322,110.000,0.000
Jorge Jimenez,566.000,9.200,12.400,0.289,0.366,0.422,0.787,0.312,121.000,0.000
Jorge Padilla,534.000,7.900,16.300,0.295,0.358,0.415,0.773,0.342,122.000,0.000
Jorge Polanco,431.000,8.100,14.600,0.289,0.346,0.393,0.739,0.330,111.000,1.000
Jose Briceno,378.000,6.100,19.300,0.194,0.242,0.316,0.558,0.218,57.000,0.000
Jose Cardona,465.000,4.700,10.300,0.277,0.316,0.385,0.701,0.295,94.000,0.000
Jose Castro,393.000,3.600,9.900,0.235,0.275,0.272,0.547,0.261,49.000,0.000
Jose Constanza,575.000,13.000,11.300,0.282,0.378,0.342,0.719,0.324,107.000,1.000
Jose Coronado,496.583,8.518,15.479,0.261,0.328,0.333,0.661,0.308,82.377,0.000
Jose Duarte,504.275,10.036,16.388,0.249,0.324,0.349,0.673,0.290,82.301,0.000
Jose Marmolejos,454.000,9.700,17.400,0.288,0.361,0.458,0.819,0.324,125.000,0.000
Jose Martinez,490.880,6.842,11.947,0.272,0.327,0.375,0.702,0.296,95.321,1.000
Jose Pirela,525.539,7.725,14.177,0.256,0.326,0.386,0.712,0.284,97.180,1.000
Jose Ramirez,533.000,7.300,7.700,0.272,0.325,0.349,0.674,0.290,88.000,1.000
Jose Rondon,409.000,3.700,16.100,0.279,0.310,0.386,0.695,0.325,98.000,0.000
Jose Ruiz,445.000,9.000,15.100,0.275,0.344,0.443,0.787,0.301,109.000,0.000
Jose Tabata,429.000,7.900,15.600,0.272,0.339,0.368,0.707,0.312,93.000,0.000
Jose Trevino,423.000,4.500,10.400,0.241,0.275,0.323,0.598,0.256,65.000,0.000
Joseph Dunigan,469.000,8.100,37.300,0.254,0.320,0.502,0.822,0.366,127.000,0.000
Josh Anderson,610.000,4.400,12.000,0.308,0.349,0.385,0.734,0.348,94.000,1.000
Josh Asanovich,457.000,8.500,15.300,0.242,0.318,0.332,0.650,0.280,82.000,0.000
Josh Bell,477.474,11.123,15.650,0.300,0.376,0.476,0.852,0.333,139.327,0.000
Josh Bell,477.474,11.123,15.650,0.300,0.376,0.476,0.852,0.333,139.327,0.000
Josh Bonifay,440.000,8.400,22.000,0.261,0.318,0.480,0.798,0.293,102.000,0.000
Josh Donaldson,541.000,14.800,17.000,0.270,0.379,0.415,0.795,0.320,120.000,1.000
Josh Fellhauer,399.000,13.500,13.500,0.314,0.409,0.420,0.829,0.362,138.000,0.000
Josh Fuentes,450.000,5.300,20.400,0.307,0.352,0.517,0.869,0.362,137.000,0.000
Josh Harrison,585.000,5.500,8.900,0.300,0.345,0.398,0.743,0.321,103.000,1.000
Josh Horton,527.292,9.726,14.521,0.275,0.347,0.376,0.723,0.316,101.666,0.000
Josh Johnson,537.000,12.500,16.900,0.244,0.349,0.365,0.713,0.289,102.000,0.000
Josh Phegley,394.000,5.800,15.500,0.242,0.292,0.368,0.660,0.271,75.000,1.000
Josh Prince,522.008,12.852,17.794,0.249,0.350,0.349,0.699,0.299,101.000,0.000
Josh Richmond,404.000,7.900,21.000,0.247,0.325,0.399,0.724,0.297,104.000,0.000
Josh Rodriguez,621.000,12.400,19.600,0.241,0.335,0.359,0.694,0.298,90.000,0.000
Josh Rutledge,379.000,3.700,18.200,0.306,0.338,0.508,0.846,0.345,132.000,0.000
Josh Satin,404.000,14.100,22.500,0.325,0.423,0.538,0.962,0.411,165.000,1.000
Josh Thole,442.000,9.500,7.700,0.328,0.395,0.422,0.816,0.349,129.000,0.000
Josh VanMeter,538.000,9.900,18.600,0.255,0.326,0.352,0.678,0.308,95.000,0.000
Josh Vitters,488.000,4.500,11.100,0.283,0.322,0.448,0.770,0.290,104.000,0.000
Josh Whitaker,387.000,7.000,22.000,0.256,0.312,0.437,0.748,0.305,107.000,0.000
Josh Whitesell,477.210,14.669,24.350,0.274,0.390,0.473,0.863,0.338,140.335,0.000
Josmil Pinto,453.000,14.100,15.700,0.308,0.411,0.482,0.892,0.349,152.000,1.000
Juan Ciriaco,487.000,6.600,19.900,0.222,0.277,0.301,0.578,0.275,65.000,0.000
Juan Diaz,500.807,6.667,21.689,0.257,0.310,0.391,0.700,0.313,91.821,0.000
Juan Francisco,464.000,4.300,19.600,0.281,0.317,0.501,0.818,0.309,123.000,0.000
Juan Gonzalez,416.006,11.466,17.666,0.274,0.370,0.435,0.804,0.314,120.000,0.000
Juan Lagares,548.000,6.800,17.000,0.283,0.334,0.389,0.723,0.337,100.000,1.000
Juan Perez,505.127,4.940,17.830,0.279,0.322,0.411,0.734,0.331,101.730,1.000
Juan Portes,496.000,8.700,19.400,0.213,0.287,0.331,0.619,0.249,69.000,0.000
Juan Richardson,501.000,9.200,22.800,0.311,0.382,0.500,0.882,0.383,132.000,0.000
Junior Lake,448.000,7.800,23.400,0.279,0.341,0.432,0.773,0.353,117.000,0.000
Juremi Profar,435.000,4.400,13.300,0.263,0.297,0.376,0.672,0.285,87.000,0.000
Jurickson Profar,562.000,11.700,14.100,0.281,0.368,0.452,0.820,0.306,127.000,0.000
Justin Bloxom,544.000,13.400,20.800,0.250,0.352,0.354,0.706,0.309,100.000,0.000
Justin Bour,577.000,10.700,19.900,0.283,0.360,0.455,0.815,0.332,125.000,1.000
Justin Christian,516.000,8.300,14.100,0.276,0.341,0.394,0.735,0.317,110.000,0.000
Justin Greene,430.000,9.800,17.200,0.308,0.377,0.413,0.790,0.377,131.000,0.000
Justin Henry,447.000,13.900,11.600,0.309,0.410,0.404,0.814,0.356,130.000,0.000
Justin Nelson,420.000,11.700,27.900,0.247,0.348,0.486,0.834,0.308,118.000,0.000
Justin O'Conner,444.000,2.900,29.100,0.231,0.255,0.371,0.625,0.308,72.000,0.000
Justin Ruggiano,476.000,13.700,21.600,0.280,0.387,0.488,0.875,0.345,154.000,1.000
Justin Sellers,486.452,10.017,15.152,0.267,0.351,0.368,0.719,0.312,99.424,1.000
Justin Trapp,407.000,7.900,19.900,0.239,0.305,0.302,0.607,0.296,76.000,0.000
Justin Williams,409.000,9.000,16.900,0.301,0.364,0.489,0.853,0.334,145.000,0.000
K.C. Hobson,540.000,6.300,19.600,0.240,0.288,0.367,0.654,0.276,87.000,0.000
KC Serna,381.000,10.200,15.200,0.295,0.371,0.384,0.755,0.344,114.000,0.000
KD Kang,411.514,11.410,25.281,0.262,0.354,0.436,0.790,0.338,122.645,0.000
Kala Ka'aihue,475.000,18.500,25.100,0.274,0.417,0.457,0.874,0.360,140.000,0.000
Kaleb Cowart,518.185,7.849,21.569,0.222,0.287,0.312,0.598,0.276,70.657,0.000
Karexon Sanchez,404.000,9.700,25.200,0.220,0.307,0.343,0.650,0.282,82.000,0.000
Kean Wong,492.000,6.300,14.600,0.276,0.324,0.368,0.691,0.317,101.000,0.000
Keenan Wiley,421.000,9.500,19.500,0.237,0.311,0.293,0.604,0.299,72.000,0.000
Keenyn Walker,550.000,12.500,27.800,0.201,0.319,0.277,0.596,0.294,81.000,0.000
Keith Curcio,455.000,9.500,14.700,0.219,0.294,0.314,0.608,0.251,75.000,0.000
Kelby Tomlinson,494.000,8.900,16.600,0.268,0.340,0.323,0.663,0.325,88.000,1.000
Kelly Hunt,396.000,2.300,31.100,0.228,0.246,0.448,0.693,0.271,90.000,0.000
Kenny Wilson,570.000,10.200,18.900,0.270,0.348,0.394,0.742,0.326,111.000,0.000
Kennys Vargas,405.000,10.600,16.800,0.281,0.360,0.472,0.832,0.303,130.000,0.000
Kentrail Davis,467.769,12.102,21.044,0.261,0.356,0.373,0.728,0.334,108.093,0.000
